SEGEMENT,SUB_SEGMENT,PARTICULARS,ROW_TYPE,FISCAL_YEAR,PERIOD,METRIC,VALUE,SN
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,MAGH_2082,VARIANCE,-1738.6168141666567,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,MAGH_2082,VARIANCE,114848.1051611487,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,MAGH_2082,VARIANCE,37136.97983333334,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,MAGH_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,MAGH_2082,VARIANCE,51801.77283333335,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,MAGH_2082,VARIANCE,203786.8578278154,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,MAGH_2082,VARIANCE,-41895.39146000054,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,MAGH_2082,VARIANCE,127380.29605619998,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,MAGH_2082,VARIANCE,20526.181699365494,
Human Resource Cost,,Subtotal (H),LINE,2082/83,MAGH_2082,VARIANCE,106011.08629556494,
Financial Overhead,,Bank Charges,LINE,2082/83,MAGH_2082,VARIANCE,-15619.500474999993,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,MAGH_2082,VARIANCE,-15619.500474999993,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,MAGH_2082,VARIANCE,438400.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,MAGH_2082,VARIANCE,48333.33,
Business Promotion,,Others,LINE,2082/83,MAGH_2082,VARIANCE,201603.47999999998,
Business Promotion,,Subtotal (J),LINE,2082/83,MAGH_2082,VARIANCE,688336.81,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,FALGUN_2082,BUDGET,920400.0,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,FALGUN_2082,BUDGET,424693.31,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,FALGUN_2082,BUDGET,211200.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,FALGUN_2082,BUDGET,41352.68,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,FALGUN_2082,BUDGET,50000.0,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,FALGUN_2082,BUDGET,1647645.99,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,FALGUN_2082,BUDGET,64685.0,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,FALGUN_2082,BUDGET,86400.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,FALGUN_2082,BUDGET,300000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,FALGUN_2082,BUDGET,451085.0,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,FALGUN_2082,BUDGET,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,FALGUN_2082,BUDGET,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,FALGUN_2082,BUDGET,896784.0,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,FALGUN_2082,BUDGET,51100.0,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,FALGUN_2082,BUDGET,947884.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,FALGUN_2082,BUDGET,110000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,FALGUN_2082,BUDGET,53235.61946902656,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,FALGUN_2082,BUDGET,75833.33333333333,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,FALGUN_2082,BUDGET,42831.858666666674,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,FALGUN_2082,BUDGET,150000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,FALGUN_2082,BUDGET,11131.386861313833,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,FALGUN_2082,BUDGET,915721.3235294117,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,FALGUN_2082,BUDGET,207754.42477876108,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,FALGUN_2082,BUDGET,10000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,FALGUN_2082,BUDGET,1666.6666666666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,FALGUN_2082,BUDGET,5163.222054796601,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,FALGUN_2082,BUDGET,31195.958333333332,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,FALGUN_2082,BUDGET,35029.49833333333,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,FALGUN_2082,BUDGET,3065.831083333334,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,FALGUN_2082,BUDGET,27289.672375,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,FALGUN_2082,BUDGET,17500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,FALGUN_2082,BUDGET,1697418.7954849764,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,FALGUN_2082,BUDGET,72500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,FALGUN_2082,BUDGET,235758.448625,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,FALGUN_2082,BUDGET,41666.666666666664,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,FALGUN_2082,BUDGET,103314.79112499999,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,FALGUN_2082,BUDGET,2150658.701901643,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,FALGUN_2082,BUDGET,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,FALGUN_2082,BUDGET,81666.66666666667,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,FALGUN_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,FALGUN_2082,BUDGET,37500.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,FALGUN_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,FALGUN_2082,BUDGET,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,FALGUN_2082,BUDGET,82374.10083333333,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,FALGUN_2082,BUDGET,120978.43083333335,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,FALGUN_2082,BUDGET,70591.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,FALGUN_2082,BUDGET,34886.25,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,FALGUN_2082,BUDGET,40631.22891666667,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,FALGUN_2082,BUDGET,53236.76318583334,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,FALGUN_2082,BUDGET,521864.94043583336,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,FALGUN_2082,BUDGET,45286.97983333334,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,FALGUN_2082,BUDGET,321981.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,FALGUN_2082,BUDGET,167380.08283333335,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,FALGUN_2082,BUDGET,1056513.0031025,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,FALGUN_2082,BUDGET,4246009.868539999,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,FALGUN_2082,BUDGET,127380.29605619998,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,FALGUN_2082,BUDGET,73036.1816993655,
Human Resource Cost,,Subtotal (H),LINE,2082/83,FALGUN_2082,BUDGET,4446426.346295564,
Financial Overhead,,Bank Charges,LINE,2082/83,FALGUN_2082,BUDGET,33542.019525,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,FALGUN_2082,BUDGET,33542.019525,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,FALGUN_2082,BUDGET,438400.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,FALGUN_2082,BUDGET,48333.33,
Business Promotion,,Others,LINE,2082/83,FALGUN_2082,BUDGET,453674.99,
Business Promotion,,Subtotal (J),LINE,2082/83,FALGUN_2082,BUDGET,940408.3200000001,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,FALGUN_2082,ACTUAL,278013.6,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,FALGUN_2082,ACTUAL,365234.0,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,FALGUN_2082,ACTUAL,122816.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,FALGUN_2082,ACTUAL,6710.0,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,FALGUN_2082,ACTUAL,49315.068493150684,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,FALGUN_2082,ACTUAL,822088.6684931506,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,FALGUN_2082,ACTUAL,65411.79775280899,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,FALGUN_2082,ACTUAL,42321.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,FALGUN_2082,ACTUAL,300000.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,FALGUN_2082,ACTUAL,407732.797752809,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,FALGUN_2082,ACTUAL,91013.41,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,FALGUN_2082,ACTUAL,51674.15730337079,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,FALGUN_2082,ACTUAL,142687.5673033708,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,FALGUN_2082,ACTUAL,122345.75342465754,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,FALGUN_2082,ACTUAL,45460.05583333334,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,FALGUN_2082,ACTUAL,75991.23287671233,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,FALGUN_2082,ACTUAL,38938.05309734514,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,FALGUN_2082,ACTUAL,10918.990420933766,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,FALGUN_2082,ACTUAL,761487.19,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,FALGUN_2082,ACTUAL,195046.40379070287,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,FALGUN_2082,ACTUAL,10800.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,FALGUN_2082,ACTUAL,1666.6666666666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,FALGUN_2082,ACTUAL,15945.205479452055,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,FALGUN_2082,ACTUAL,23137.199999999997,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,FALGUN_2082,ACTUAL,2721.4308724832217,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,FALGUN_2082,ACTUAL,25561.64383561644,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,FALGUN_2082,ACTUAL,84445.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,FALGUN_2082,ACTUAL,1414464.8262979034,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,FALGUN_2082,ACTUAL,72500.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,FALGUN_2082,ACTUAL,79618.58666666667,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,FALGUN_2082,ACTUAL,1566583.41296457,
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,FALGUN_2082,ACTUAL,10000.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,FALGUN_2082,ACTUAL,77022.88374700255,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,FALGUN_2082,ACTUAL,119429.0,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,FALGUN_2082,ACTUAL,76000.0,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,FALGUN_2082,ACTUAL,36746.96,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,FALGUN_2082,ACTUAL,10160.0,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,FALGUN_2082,ACTUAL,32768.0,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,FALGUN_2082,ACTUAL,362126.8437470026,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,FALGUN_2082,ACTUAL,8324.0,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,FALGUN_2082,ACTUAL,321981.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,FALGUN_2082,ACTUAL,7714.0,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,FALGUN_2082,ACTUAL,700145.8437470025,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,FALGUN_2082,ACTUAL,4197436.46,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,FALGUN_2082,ACTUAL,75967.0,
Human Resource Cost,,Subtotal (H),LINE,2082/83,FALGUN_2082,ACTUAL,4273403.46,
Financial Overhead,,Bank Charges,LINE,2082/83,FALGUN_2082,ACTUAL,3651.0,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,FALGUN_2082,ACTUAL,3651.0,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,FALGUN_2082,ACTUAL,0.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,FALGUN_2082,ACTUAL,0.0,
Business Promotion,,Others,LINE,2082/83,FALGUN_2082,ACTUAL,1751.0,
Business Promotion,,Subtotal (J),LINE,2082/83,FALGUN_2082,ACTUAL,1751.0,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,FALGUN_2082,VARIANCE,642386.4,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,FALGUN_2082,VARIANCE,59459.31,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,FALGUN_2082,VARIANCE,88384.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,FALGUN_2082,VARIANCE,34642.68,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,FALGUN_2082,VARIANCE,684.9315068493161,
CARD SEGMENT,I. SCT UPI CARD,Subtotal (A),LINE,2082/83,FALGUN_2082,VARIANCE,825557.3215068494,
SMARTQR SEGMENT,,DC - Cloud Cost,LINE,2082/83,FALGUN_2082,VARIANCE,-726.7977528089905,B
SMARTQR SEGMENT,,SMS Cost,LINE,2082/83,FALGUN_2082,VARIANCE,44079.0,
SMARTQR SEGMENT,,Annual Maintenance Cost (Smart QR Switch),LINE,2082/83,FALGUN_2082,VARIANCE,0.0,
SMARTQR SEGMENT,,Subtotal (B),LINE,2082/83,FALGUN_2082,VARIANCE,43352.20224719101,
SMARTBANKING SEGMENT,,Sharing of Commission on SmartBanking,LINE,2082/83,FALGUN_2082,VARIANCE,0.0,C
SMARTBANKING SEGMENT,,Subtotal (C),LINE,2082/83,FALGUN_2082,VARIANCE,0.0,
SMARTPAY SEGMENT,,Sharing of Commission on IBFT Project,LINE,2082/83,FALGUN_2082,VARIANCE,805770.59,D
SMARTPAY SEGMENT,,DC - Cloud Cost,LINE,2082/83,FALGUN_2082,VARIANCE,-574.15730337079,
SMARTPAY SEGMENT,,Subtotal (D),LINE,2082/83,FALGUN_2082,VARIANCE,805196.4326966292,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Server,LINE,2082/83,FALGUN_2082,VARIANCE,-12345.753424657538,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC CISCO Switch,LINE,2082/83,FALGUN_2082,VARIANCE,7775.563635693223,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,NAC Device,LINE,2082/83,FALGUN_2082,VARIANCE,-157.8995433789969,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Oracle DBA,LINE,2082/83,FALGUN_2082,VARIANCE,3893.8055693215356,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Auxculiary Infra Dedicated Cloud Cost,LINE,2082/83,FALGUN_2082,VARIANCE,150000.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Two Factor Authentication,LINE,2082/83,FALGUN_2082,VARIANCE,212.39644038006736,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC S2M Switch,LINE,2082/83,FALGUN_2082,VARIANCE,154234.13352941175,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Fortigate 400F and 200F,LINE,2082/83,FALGUN_2082,VARIANCE,12708.020988058212,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subscription Fee - Rigo HR,LINE,2082/83,FALGUN_2082,VARIANCE,-800.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,AMC Accounting Software,LINE,2082/83,FALGUN_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Antivirus Renewal Charges,LINE,2082/83,FALGUN_2082,VARIANCE,-10781.983424655455,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Microsoft License Renewal Fee (Including Defender),LINE,2082/83,FALGUN_2082,VARIANCE,8058.758333333335,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,VAPT Fee,LINE,2082/83,FALGUN_2082,VARIANCE,35029.49833333333,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Domain Validation Charges,LINE,2082/83,FALGUN_2082,VARIANCE,344.4002108501122,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,National Payment Switch Access Fee,LINE,2082/83,FALGUN_2082,VARIANCE,1728.0285393835584,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Others,LINE,2082/83,FALGUN_2082,VARIANCE,-66945.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,SubTotal,LINE,2082/83,FALGUN_2082,VARIANCE,282953.9691870732,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,DR Site Cost,LINE,2082/83,FALGUN_2082,VARIANCE,0.0,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,PCI-DSS and PCI-PIN Certification Fee,LINE,2082/83,FALGUN_2082,VARIANCE,235758.448625,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Windows Server and Windows 11 License,LINE,2082/83,FALGUN_2082,VARIANCE,41666.666666666664,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Communication Expenses,LINE,2082/83,FALGUN_2082,VARIANCE,23696.20445833332,
INFRASTRUCTURE DEVELOPMENT AND MAINTENANCE COST,,Subtotal (F),LINE,2082/83,FALGUN_2082,VARIANCE,584075.2889370731,
ADMINISTRATIVE EXPENSES,,AGM Expenses,LINE,2082/83,FALGUN_2082,VARIANCE,0.0,F.
ADMINISTRATIVE EXPENSES,,Meeting Allowance,LINE,2082/83,FALGUN_2082,VARIANCE,71666.66666666667,
ADMINISTRATIVE EXPENSES,,Audit Fee - Internal,LINE,2082/83,FALGUN_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,ISO 27001:200 Certification,LINE,2082/83,FALGUN_2082,VARIANCE,37500.0,
ADMINISTRATIVE EXPENSES,,Audit Fee - Statutory,LINE,2082/83,FALGUN_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Tax Audit Fee,LINE,2082/83,FALGUN_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Insurance Expenses,LINE,2082/83,FALGUN_2082,VARIANCE,5351.217086330784,
ADMINISTRATIVE EXPENSES,,Electricity Expenses,LINE,2082/83,FALGUN_2082,VARIANCE,1549.4308333333465,
ADMINISTRATIVE EXPENSES,,Security Guard Expenses,LINE,2082/83,FALGUN_2082,VARIANCE,-5408.5,
ADMINISTRATIVE EXPENSES,,Outsourcing Cost (Kitchen Staff),LINE,2082/83,FALGUN_2082,VARIANCE,-1860.7099999999991,
ADMINISTRATIVE EXPENSES,,Printing and Stationery,LINE,2082/83,FALGUN_2082,VARIANCE,30471.228916666667,
ADMINISTRATIVE EXPENSES,,Fuel and Lubricants,LINE,2082/83,FALGUN_2082,VARIANCE,20468.76318583334,
ADMINISTRATIVE EXPENSES,,Subtotal,LINE,2082/83,FALGUN_2082,VARIANCE,159738.09668883082,
ADMINISTRATIVE EXPENSES,,Repair and Maintenance,LINE,2082/83,FALGUN_2082,VARIANCE,36962.97983333334,
ADMINISTRATIVE EXPENSES,,Office Rent,LINE,2082/83,FALGUN_2082,VARIANCE,0.0,
ADMINISTRATIVE EXPENSES,,Other Expenses,LINE,2082/83,FALGUN_2082,VARIANCE,159666.08283333335,
ADMINISTRATIVE EXPENSES,,Subtotal (G),LINE,2082/83,FALGUN_2082,VARIANCE,356367.1593554975,
Human Resource Cost,,"Staff Expenses (Salary, Allowances, Provident Fund and Gratuity)",LINE,2082/83,FALGUN_2082,VARIANCE,48573.40853999928,G.
Human Resource Cost,,Training Related Expenses,LINE,2082/83,FALGUN_2082,VARIANCE,127380.29605619998,
Human Resource Cost,,Staff Refreshment,LINE,2082/83,FALGUN_2082,VARIANCE,-2930.818300634506,
Human Resource Cost,,Subtotal (H),LINE,2082/83,FALGUN_2082,VARIANCE,173022.88629556476,
Financial Overhead,,Bank Charges,LINE,2082/83,FALGUN_2082,VARIANCE,29891.019525000003,H.
Financial Overhead,,Subtotal (I),LINE,2082/83,FALGUN_2082,VARIANCE,29891.019525000003,
Business Promotion,,User activation and engagement campaign - Card (Pegged with UPI Incentive),LINE,2082/83,FALGUN_2082,VARIANCE,438400.0,I.
Business Promotion,,Digital Literacy/Financial Literacy,LINE,2082/83,FALGUN_2082,VARIANCE,48333.33,
Business Promotion,,Others,LINE,2082/83,FALGUN_2082,VARIANCE,451923.99,
Business Promotion,,Subtotal (J),LINE,2082/83,FALGUN_2082,VARIANCE,938657.3200000001,
CARD SEGMENT,I. SCT UPI CARD,Card Purchase Cost (UPI Debit Card),LINE,2082/83,UPTO_MAGH_2082,BUDGET,3221400.0,
CARD SEGMENT,I. SCT UPI CARD,"Service Fee to UPI (Dispute Management, Connectivity and Royalty)",LINE,2082/83,UPTO_MAGH_2082,BUDGET,2308690.3278763383,
CARD SEGMENT,I. SCT UPI CARD,Card Personalization Cost to Lead,LINE,2082/83,UPTO_MAGH_2082,BUDGET,633600.0,
CARD SEGMENT,I. SCT UPI CARD,SMS Cost,LINE,2082/83,UPTO_MAGH_2082,BUDGET,224799.84576,
CARD SEGMENT,I. SCT UPI CARD,Annual Maintenance Cost - Card Printing Machine,LINE,2082/83,UPTO_MAGH_2082,BUDGET,300000.0,
